LocationID,ACCESS2,ARTHRITIS,BINGE,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PHLTH,SLEEP,STROKE,TEETHLOST
1001,14.3,29.3,14.1,6.5,10.2,86.4,6.9,77.0,69.5,7.7,28.1,26.5,19.8,64.0,11.3,2.8,26.4,77.5,15.8,35.5,13.3,38.4,3.4,16.3
1003,13.6,27.3,17.3,6.7,9.6,87.3,6.0,75.7,67.5,7.1,29.0,28.7,18.5,66.3,9.5,2.6,23.5,74.0,14.8,29.4,11.6,36.4,3.0,13.4
1005,21.8,33.2,12.3,6.1,11.7,84.1,9.0,78.5,62.1,10.5,21.8,22.9,25.5,46.6,16.9,3.9,36.8,75.9,19.0,40.8,18.1,40.9,5.1,27.1
1007,17.3,30.6,15.0,6.4,10.3,84.8,7.6,76.3,65.7,9.1,24.7,24.8,23.1,57.6,12.6,3.0,31.2,73.3,17.1,38.4,15.1,40.1,3.8,20.7
1009,17.0,30.1,15.1,6.6,10.2,84.1,7.5,74.2,63.9,9.0,25.4,24.8,23.0,57.1,11.3,2.9,30.1,71.5,17.1,33.7,14.8,38.8,3.5,19.3
1011,22.7,33.0,11.8,5.8,11.8,85.3,8.8,79.8,61.3,9.9,20.2,19.8,24.9,46.6,18.5,4.1,38.1,76.7,18.2,45.6,17.9,44.7,5.5,28.5
1013,18.6,33.8,12.2,6.3,11.6,84.9,8.0,78.2,62.3,9.6,22.5,21.0,22.8,49.4,15.3,3.5,35.6,73.4,18.5,41.4,16.9,42.0,4.6,24.8
1015,15.9,31.6,13.2,6.6,11.2,85.4,7.6,77.0,64.1,9.0,24.8,22.3,21.2,56.9,12.7,3.1,29.3,72.3,17.8,41.0,15.2,38.3,3.8,19.1
1017,17.8,31.4,13.2,6.3,11.2,85.2,7.8,78.4,62.5,9.1,24.3,22.2,23.2,54.2,14.4,3.3,32.7,74.8,17.6,39.1,15.8,40.5,4.3,22.4
1019,16.3,32.2,15.4,6.6,10.5,83.8,7.9,74.7,62.3,9.7,26.0,24.2,23.6,55.8,12.0,3.0,30.9,71.0,18.1,38.7,15.6,37.9,3.7,20.9
1021,18.2,31.4,14.3,6.5,10.7,84.4,8.0,74.7,65.9,9.6,24.8,21.9,23.4,57.3,13.0,3.1,33.0,72.0,17.8,40.1,15.7,38.7,3.8,21.2
1023,18.2,32.2,12.7,6.3,11.5,84.7,7.9,78.0,61.2,9.5,22.7,23.3,23.3,51.9,14.6,3.5,34.0,75.0,18.3,42.7,16.3,41.7,4.5,23.7
1025,19.1,31.2,13.1,6.2,11.5,84.1,8.3,78.8,62.0,9.7,22.4,22.7,24.3,52.3,15.6,3.5,35.8,74.9,18.5,40.7,17.0,42.7,4.6,23.7
1027,17.7,32.7,14.4,6.5,11.1,84.0,8.0,75.6,62.1,10.1,24.6,22.4,25.2,53.8,13.0,3.2,32.5,73.9,18.7,35.9,16.4,38.9,4.0,23.4
1029,16.6,31.1,15.1,6.6,10.5,83.9,7.8,73.9,64.2,9.8,25.0,23.5,24.1,57.9,11.6,3.0,30.4,72.1,18.2,36.7,15.5,38.2,3.7,21.1
1031,15.1,29.1,14.4,6.6,10.2,85.3,6.9,76.7,66.5,8.0,27.0,25.2,21.4,59.2,12.2,2.9,29.8,75.8,15.9,35.8,13.8,37.4,3.4,17.2
1033,15.6,29.8,15.0,6.5,10.5,85.3,7.4,75.9,65.0,8.8,26.4,23.7,22.0,57.3,12.1,2.9,29.7,73.6,17.0,37.9,14.4,39.8,3.6,17.9
1035,20.3,32.5,12.5,6.2,11.8,83.9,8.5,78.5,59.6,10.3,20.5,20.3,25.8,47.0,16.0,3.7,38.6,72.2,19.2,43.4,17.5,43.9,4.9,27.0
1037,18.1,32.0,13.7,6.4,11.1,84.8,8.0,76.8,62.5,9.5,23.3,23.7,24.6,53.2,14.0,3.3,33.2,73.6,17.9,40.6,16.1,41.2,4.2,22.9
1039,15.8,31.6,14.6,6.5,10.9,84.6,7.7,74.9,66.3,9.1,27.0,26.8,23.4,56.0,12.4,3.0,31.4,74.0,17.5,37.6,15.4,37.7,3.7,20.2
1041,17.4,31.9,13.8,6.4,11.0,84.3,7.8,76.2,65.3,9.4,25.3,22.4,23.1,52.8,13.3,3.2,31.7,73.0,18.2,36.4,15.8,38.6,4.0,21.9
1043,16.3,32.0,15.0,6.6,10.4,84.4,7.5,74.2,63.1,9.4,26.5,25.7,22.6,56.8,11.4,2.9,30.9,74.3,17.4,33.1,15.2,36.5,3.5,19.4
1045,16.3,31.2,14.8,6.5,10.4,85.9,7.4,77.3,66.6,8.6,25.7,24.4,21.5,60.0,12.7,3.1,30.2,75.0,16.9,43.6,14.8,40.8,3.7,19.3
1047,20.2,31.8,11.5,6.1,12.4,85.6,8.6,80.6,59.7,9.8,20.5,19.9,24.9,43.5,17.8,4.0,39.6,76.8,19.0,42.4,17.6,44.0,5.4,27.0
1049,20.4,31.1,13.3,6.7,11.0,81.6,8.7,73.9,60.2,10.9,23.2,21.6,25.1,51.1,13.3,3.3,33.5,69.9,19.4,35.2,17.5,38.8,4.1,23.8
1051,14.4,30.2,14.2,6.6,10.4,86.5,6.8,77.0,66.9,7.7,27.3,26.2,19.3,64.6,11.4,2.7,27.5,77.0,15.6,35.1,12.8,38.8,3.3,15.9
1053,18.8,31.1,14.0,6.4,11.2,83.5,8.5,76.8,61.3,10.0,22.4,21.0,25.4,49.4,14.9,3.5,33.9,71.9,18.6,37.6,17.2,42.9,4.5,24.5
1055,16.1,30.8,14.2,6.5,10.7,84.6,7.7,75.6,66.4,9.1,23.4,22.8,23.1,57.4,12.6,3.0,31.0,75.4,17.5,36.9,15.0,38.8,3.7,18.7
1057,16.7,32.7,14.4,6.6,10.9,84.1,8.0,75.1,64.0,9.7,24.8,26.0,24.3,55.8,12.3,3.1,32.6,74.3,18.3,34.8,16.0,39.8,3.9,21.2
1059,20.3,31.1,14.5,6.5,10.4,83.7,8.1,74.3,63.5,9.8,24.7,24.9,22.7,55.0,12.8,3.2,32.6,72.7,17.8,35.9,16.4,38.8,3.8,21.6
1061,17.9,33.5,14.7,6.6,11.0,83.6,8.4,75.3,62.5,10.3,26.2,21.6,25.2,52.0,13.3,3.3,34.9,70.5,19.0,42.7,17.2,38.0,4.1,23.0
1063,23.4,34.0,10.4,5.9,13.1,84.3,9.2,81.9,61.0,10.9,19.0,19.3,26.8,42.1,20.4,4.5,39.3,76.2,20.2,46.0,20.0,47.8,6.3,32.1
1065,19.2,33.5,11.5,6.1,12.1,85.4,8.3,80.1,61.3,9.7,21.6,20.1,24.0,53.0,16.7,3.8,36.8,77.3,18.6,45.9,17.3,43.3,5.0,25.0
1067,16.9,30.0,14.2,6.5,10.8,85.4,7.4,77.0,65.7,8.9,24.6,24.8,23.1,55.8,12.9,3.1,30.7,75.9,17.4,35.8,15.1,39.7,3.9,20.9
1069,16.2,30.1,13.1,6.6,10.9,85.4,7.6,77.5,68.3,8.7,24.9,23.2,22.4,57.4,13.8,3.1,31.9,75.3,17.3,34.8,15.1,39.8,3.8,19.5
1071,16.8,32.3,14.5,6.7,10.9,83.9,8.4,74.7,62.7,10.2,24.3,22.7,23.9,55.7,12.3,3.1,33.3,71.1,18.8,36.5,16.8,39.6,3.9,21.4
1073,14.5,28.3,15.5,6.2,10.0,88.3,6.8,79.3,69.3,7.4,27.2,27.8,18.5,62.4,12.2,3.1,27.5,81.8,15.1,34.6,13.3,39.7,3.7,16.0
1075,16.8,33.3,14.3,6.5,10.9,83.7,8.2,75.1,63.2,10.1,25.0,25.5,24.4,53.0,13.1,3.2,31.1,73.5,18.7,36.2,16.3,38.8,4.0,21.8
1077,14.4,29.4,15.0,6.7,10.2,85.4,6.9,76.4,66.5,8.2,28.7,25.0,20.0,58.8,11.1,2.8,27.5,73.3,16.4,35.1,13.8,38.5,3.3,17.1
1079,16.9,30.4,14.5,6.6,11.2,84.5,7.8,75.7,63.6,9.7,25.6,23.1,24.2,54.6,12.5,3.1,29.9,72.4,18.4,35.5,15.9,38.5,3.9,21.0
1081,13.8,30.5,15.7,6.5,9.8,84.9,7.0,78.3,68.5,7.6,25.5,24.3,19.3,62.6,12.1,3.0,26.2,74.6,15.8,33.8,13.6,38.9,3.5,16.0
1083,14.9,29.8,14.7,6.5,10.1,86.1,6.9,75.9,68.0,8.0,27.2,26.7,20.3,62.6,11.5,2.8,27.6,74.4,15.8,32.8,13.6,38.7,3.3,16.6
1085,21.3,34.5,11.2,6.0,12.7,84.7,8.7,81.2,61.4,10.2,20.5,20.7,26.3,46.1,18.5,4.1,37.1,75.5,19.3,45.8,18.5,46.4,5.6,29.3
1087,18.6,32.4,10.7,5.9,12.4,86.9,7.9,82.3,63.6,8.8,21.4,19.9,22.5,49.4,17.7,4.0,35.4,77.0,17.7,48.1,16.5,44.5,5.3,23.9
1089,12.8,28.8,14.2,6.7,9.6,86.9,6.3,77.8,70.2,6.5,26.2,28.9,17.1,68.6,11.0,2.7,25.6,78.6,14.0,33.1,11.5,37.8,3.1,12.2
1091,18.6,31.8,12.2,6.2,11.7,85.7,7.9,79.0,63.9,9.3,22.1,22.9,23.1,52.0,15.6,3.6,33.6,75.0,17.9,44.7,16.3,43.3,4.7,23.0
1093,16.5,32.5,14.6,6.7,10.7,83.7,8.0,74.7,62.8,9.9,24.6,24.8,24.2,54.3,11.9,3.0,31.5,70.8,18.4,34.9,16.0,38.4,3.8,21.4
1095,17.7,30.9,14.2,6.7,10.5,84.0,8.1,74.2,63.7,9.7,25.3,21.6,23.0,58.0,12.4,3.1,31.3,71.7,17.8,38.8,15.9,37.9,3.7,20.3
1097,16.6,29.7,15.8,6.4,10.8,86.9,7.7,78.2,66.8,8.2,25.6,27.8,20.8,57.9,12.7,3.2,29.2,77.5,16.5,37.0,14.4,40.5,4.0,20.5
1099,18.9,34.0,12.2,6.3,11.8,84.7,8.5,78.7,61.9,10.2,21.6,21.7,25.5,50.5,15.8,3.7,37.0,75.7,19.0,42.2,17.7,42.7,4.8,25.1
1101,16.7,31.2,11.8,6.2,10.9,87.0,7.4,80.4,68.0,7.8,23.9,21.9,19.9,60.8,14.8,3.4,29.9,81.2,16.0,36.8,14.5,42.8,4.2,18.5
1103,16.3,29.4,13.7,6.5,10.2,85.2,7.2,75.4,67.7,8.4,28.4,27.7,20.8,60.5,11.6,2.9,27.3,76.7,16.5,37.2,13.9,36.4,3.5,18.3
1105,22.6,36.0,11.1,6.1,13.0,83.3,9.7,80.5,59.1,11.5,20.1,18.6,27.3,42.1,20.3,4.5,40.8,73.2,20.6,46.3,20.5,45.0,6.2,32.4
1107,19.5,33.2,12.7,6.3,11.3,85.0,8.2,78.1,63.8,9.6,23.2,22.8,23.6,53.1,15.2,3.5,34.2,74.9,18.0,41.9,16.6,41.8,4.5,24.6
1109,16.8,32.0,13.4,6.4,11.3,85.3,7.8,78.0,66.5,8.9,25.1,23.0,21.5,57.5,14.1,3.4,31.8,77.0,17.3,40.8,15.7,41.3,4.2,21.2
1111,17.1,31.9,13.9,6.5,10.9,84.5,7.7,76.4,62.8,9.4,24.2,23.5,23.1,55.3,12.9,3.1,31.5,73.9,17.8,36.2,15.6,38.4,3.9,20.5
1113,18.3,32.1,13.2,6.2,11.3,85.7,7.6,78.3,65.1,8.8,23.5,22.9,22.3,54.1,14.4,3.4,32.8,75.2,17.5,38.2,15.6,42.7,4.3,21.4
1115,14.7,30.3,14.7,6.5,10.1,85.0,7.1,75.6,65.8,8.6,26.1,23.1,21.5,61.1,11.1,2.8,29.8,72.8,16.8,37.4,14.1,37.4,3.3,16.9
1117,11.8,25.7,15.5,6.6,9.2,87.5,5.8,76.2,70.1,6.2,27.8,28.0,15.0,68.2,9.4,2.5,22.8,75.4,13.8,32.3,11.0,32.6,2.7,11.2
1119,19.1,32.4,11.1,6.0,12.2,85.5,8.1,81.2,62.4,9.3,21.0,20.2,23.1,48.0,17.8,4.1,35.2,77.1,18.2,43.3,17.3,44.3,5.4,25.1
1121,17.9,33.2,13.2,6.4,11.2,84.5,8.1,77.6,64.4,9.7,21.8,24.3,24.0,47.8,14.1,3.3,34.3,74.0,18.1,38.5,16.6,41.7,4.3,21.2
1123,16.6,30.8,13.2,6.5,11.1,85.0,7.8,76.6,63.8,9.5,24.8,25.1,23.9,59.3,13.1,3.2,31.1,74.1,17.7,34.9,15.4,40.0,4.0,21.7
1125,14.3,30.3,13.9,6.3,10.4,86.7,6.8,78.0,68.4,7.6,27.1,28.5,20.0,60.6,12.4,2.9,26.2,77.5,15.6,35.6,13.6,41.8,3.6,16.2
1127,16.7,34.1,14.2,6.7,10.7,83.8,8.1,75.3,64.1,10.1,25.4,23.5,24.7,54.1,12.1,3.1,30.9,75.2,18.9,36.4,15.9,40.7,3.8,21.3
1129,17.7,32.1,13.5,6.5,11.2,84.6,8.2,76.6,60.4,10.0,21.6,22.4,24.3,53.6,14.1,3.3,33.2,74.2,18.6,34.7,16.6,39.6,4.3,24.7
1131,21.7,33.2,10.7,6.0,12.6,84.9,8.8,80.9,62.2,10.4,19.9,19.7,25.8,47.9,18.3,4.1,37.6,76.1,19.6,45.8,18.6,44.1,5.6,28.1
1133,17.3,32.3,15.1,6.7,10.8,83.5,8.2,74.5,64.1,10.2,25.1,23.9,25.0,53.8,12.2,3.1,31.4,72.7,18.6,35.8,16.1,38.8,3.8,22.1
2013,20.8,21.0,14.2,5.3,7.8,73.8,7.5,69.5,49.7,6.2,16.0,18.6,21.0,56.8,13.9,3.1,26.8,63.5,11.5,27.8,13.4,38.9,3.9,23.3
2016,18.7,20.7,15.6,5.4,7.6,74.9,6.7,69.1,52.5,5.6,18.9,20.5,19.2,62.1,12.0,2.8,24.4,66.2,10.9,29.6,11.9,35.9,3.4,18.5
2020,12.8,22.4,16.2,6.2,9.0,84.1,5.4,71.3,58.4,5.5,20.8,25.1,17.0,68.5,9.1,2.5,19.0,67.4,12.0,27.8,10.9,34.4,2.7,12.2
2050,17.8,28.9,15.8,6.7,14.4,78.1,10.5,72.0,45.2,12.5,13.5,14.6,35.0,52.0,17.2,4.6,31.3,59.4,20.5,37.6,23.1,38.5,6.3,35.8
2060,13.1,24.6,18.9,6.6,10.5,83.9,6.6,69.6,58.5,6.9,18.8,21.0,21.8,66.2,10.2,2.9,20.6,63.6,14.0,31.5,13.1,34.1,3.5,16.6
2068,11.9,22.7,17.9,6.4,9.1,83.3,6.2,68.5,57.9,6.0,19.7,22.7,18.6,65.8,8.8,2.6,19.2,66.3,12.4,26.1,11.5,31.7,3.0,13.8
2070,15.2,27.7,17.6,6.7,12.9,81.1,8.9,71.5,50.1,9.9,16.2,17.3,30.2,54.4,14.2,3.8,26.5,62.3,17.9,35.2,18.8,37.7,5.0,27.4
2090,12.8,24.6,16.4,6.3,8.8,84.6,5.6,69.3,62.6,5.7,22.0,20.9,17.4,68.4,8.5,2.5,19.5,67.9,12.3,30.8,11.2,32.8,2.8,12.4
2100,11.2,22.3,19.8,6.6,9.5,85.2,5.5,68.2,59.5,5.8,21.4,24.3,17.9,67.5,8.0,2.5,18.0,64.9,12.4,27.4,11.0,31.3,2.8,12.2
2105,14.1,24.0,18.6,6.5,10.8,83.3,7.1,69.9,55.9,7.4,18.6,20.2,23.6,62.0,11.0,3.1,22.0,63.5,14.8,32.9,14.2,35.2,3.7,18.2
2110,11.1,25.3,18.9,6.5,8.9,85.1,5.3,69.6,63.1,5.2,21.7,21.7,15.9,72.6,7.8,2.4,17.7,64.1,11.7,24.6,10.2,33.7,2.6,10.9
2122,13.6,26.1,18.5,6.4,9.5,82.2,6.1,67.7,53.4,6.7,16.2,21.0,21.4,61.7,8.8,2.6,20.3,63.5,13.9,32.0,13.1,34.4,3.1,14.4
2130,13.1,23.4,17.2,6.4,9.8,82.9,6.0,69.3,56.6,6.4,20.3,21.5,20.3,67.0,9.3,2.6,20.8,63.8,13.1,34.4,12.5,32.1,3.0,14.2
2150,14.9,20.4,17.8,5.7,8.6,81.0,5.6,67.5,57.6,5.7,22.0,22.0,18.8,66.6,9.5,2.5,21.4,65.3,11.7,25.5,11.1,34.0,2.9,13.8
2158,21.3,34.3,15.0,6.7,15.9,74.3,13.2,71.7,39.8,16.5,11.5,12.9,44.6,38.9,21.6,5.6,38.5,56.0,24.5,44.3,29.2,42.5,8.1,47.6
2164,15.7,27.2,16.7,6.5,12.4,79.8,8.8,70.6,52.0,9.7,15.9,18.4,29.0,57.0,14.1,3.7,26.9,64.0,17.5,35.1,18.3,37.6,4.9,27.2
2170,13.9,24.0,17.3,6.4,9.9,84.2,5.8,68.2,57.1,6.6,21.7,22.4,20.2,65.7,8.4,2.6,19.8,60.6,13.4,30.1,12.1,33.4,3.0,15.7
2180,16.0,27.2,16.8,6.6,13.0,80.3,9.5,71.1,52.0,10.8,15.7,16.4,33.9,53.3,15.1,4.0,26.7,62.7,18.7,38.1,19.9,37.9,5.4,30.4
2185,14.7,23.7,19.7,6.3,10.2,82.1,7.4,69.1,55.3,7.4,17.7,19.0,25.3,61.5,11.9,3.1,23.1,63.9,14.2,33.0,14.4,34.4,3.9,22.0
2188,17.5,30.2,16.6,6.6,13.4,79.4,10.1,71.3,47.6,11.5,13.9,16.0,34.2,52.4,16.6,4.3,30.0,60.1,19.3,40.2,21.3,40.3,5.8,33.5
2195,13.9,23.2,19.3,6.3,9.3,84.2,5.9,67.4,59.0,6.2,20.5,22.0,19.9,67.0,8.8,2.5,20.4,64.4,12.9,27.2,11.8,33.1,2.9,14.0
2198,14.6,25.9,18.2,6.5,11.4,82.7,7.7,69.2,52.7,8.3,17.9,19.9,26.9,60.6,11.7,3.2,24.1,64.0,16.1,32.2,15.8,35.6,4.1,20.9
2220,12.4,22.0,17.9,6.4,9.3,84.5,5.6,68.8,59.6,5.7,20.1,20.7,17.6,68.7,8.6,2.5,18.4,67.8,12.5,26.3,11.2,31.0,2.8,12.7
2230,11.2,21.8,19.9,6.5,8.8,86.0,5.3,68.2,63.0,5.4,22.2,25.1,16.7,71.3,7.4,2.3,17.1,67.8,11.8,27.7,10.1,30.7,2.5,10.9
2240,14.4,23.9,18.9,6.5,9.4,82.3,6.5,67.6,56.8,7.0,20.1,19.0,22.3,59.7,9.5,2.7,21.3,62.6,13.7,31.6,12.4,32.2,3.2,17.6
2261,12.2,22.1,18.6,6.4,8.9,84.6,5.8,68.3,54.9,5.7,19.9,22.5,19.2,68.0,8.1,2.5,20.9,64.7,12.4,31.1,11.1,31.0,2.8,12.5
2275,14.0,24.9,17.8,6.5,10.2,83.2,6.5,68.4,56.0,7.2,19.5,21.4,23.1,65.7,9.7,2.8,21.6,63.8,14.4,29.7,13.5,34.5,3.3,17.2
2282,14.6,24.4,17.7,6.4,10.6,81.8,7.3,69.7,54.4,7.4,18.5,14.5,23.8,61.6,11.5,3.1,23.0,65.6,14.6,32.4,14.4,36.1,3.8,19.6
2290,15.6,28.8,17.7,6.6,13.1,80.1,9.3,70.5,48.0,10.5,14.6,17.8,32.5,54.2,15.1,4.0,28.8,64.9,18.4,33.4,19.6,39.1,5.3,29.2
4001,15.3,26.8,14.2,6.5,15.4,76.4,9.6,69.7,43.8,11.7,13.9,11.5,25.0,49.8,15.3,4.6,28.5,56.5,20.4,35.2,21.9,39.6,6.0,28.1
4003,17.1,24.8,17.7,6.3,10.1,83.0,6.3,69.2,54.8,6.6,18.8,15.7,17.3,57.3,9.5,3.0,24.8,60.3,13.5,32.9,13.9,34.5,3.2,17.0
4005,11.6,23.1,17.6,6.6,10.8,82.6,6.1,69.4,57.3,6.8,18.4,17.0,17.1,62.5,9.2,3.1,18.7,65.5,14.5,26.5,13.8,32.6,3.5,15.1
4007,15.5,24.5,18.0,6.4,11.7,82.2,7.0,68.0,50.4,8.2,17.4,14.2,22.9,51.4,10.1,3.3,26.0,62.2,16.4,32.5,16.0,39.7,3.7,17.8
4009,17.3,25.6,16.6,6.2,10.5,82.1,7.0,69.8,55.2,7.3,18.1,17.1,20.0,58.2,11.2,3.2,24.1,66.4,14.8,34.6,14.9,36.2,3.5,16.7
4011,18.9,22.4,17.2,5.9,9.6,83.5,6.1,68.7,55.7,6.2,18.0,16.7,16.9,58.3,10.5,3.0,23.4,65.5,13.3,32.9,13.3,35.2,3.1,13.8
4012,20.9,26.1,16.5,6.3,11.4,81.2,7.8,68.7,49.7,8.6,15.8,15.5,21.5,53.1,12.0,3.5,28.9,61.9,16.3,36.8,17.4,39.1,4.0,21.3
4013,15.2,21.7,17.5,6.2,10.0,83.6,5.8,72.4,62.1,6.2,24.0,20.5,15.4,61.5,8.9,2.9,21.3,68.5,13.0,30.0,13.1,35.0,3.0,12.7
4015,16.2,26.2,18.2,6.4,10.8,82.1,7.1,69.0,53.5,8.1,16.8,16.6,24.6,52.4,9.8,3.0,26.3,61.9,15.2,29.0,15.5,39.3,3.5,17.9
4017,14.9,26.4,14.7,6.3,12.9,79.1,8.6,69.3,50.8,9.8,14.7,14.9,23.5,53.9,12.9,3.9,26.0,58.1,17.6,32.7,18.9,36.8,4.7,23.0
4019,15.6,22.7,17.8,6.3,10.4,84.7,6.3,70.9,62.6,6.1,23.7,21.2,17.0,61.6,9.4,3.0,21.9,72.2,13.6,29.7,13.2,34.9,3.0,13.2
4021,16.2,25.3,17.1,6.4,10.7,83.3,6.4,70.4,56.4,7.1,19.5,18.9,18.9,56.8,11.4,3.0,26.3,62.8,14.3,37.7,15.1,39.8,3.3,14.9
4023,28.0,22.1,14.8,5.4,9.5,81.9,6.9,69.3,50.7,6.2,15.2,16.1,15.7,53.3,13.6,3.7,27.9,67.0,13.8,36.5,15.6,34.7,3.5,16.9
4025,13.3,25.0,18.7,6.7,10.6,83.3,6.1,68.8,60.5,6.8,19.3,18.8,17.9,60.8,8.0,2.8,20.5,67.0,14.1,27.6,13.2,32.7,2.9,12.4
4027,24.0,23.8,15.3,5.7,10.1,82.3,7.1,69.1,50.0,7.1,16.4,15.4,16.7,52.6,11.8,3.4,26.9,61.5,14.0,38.5,15.1,33.8,3.6,17.6
5001,15.9,29.8,14.6,6.4,10.8,83.4,8.0,77.3,57.7,9.1,19.3,17.5,24.6,51.8,12.5,3.2,35.2,70.1,17.1,38.3,17.0,35.6,4.0,23.0
5003,16.5,30.0,15.1,6.4,10.8,82.7,8.3,77.3,55.4,9.5,18.5,16.6,25.6,50.8,13.1,3.3,37.9,68.1,17.6,37.8,17.3,37.0,4.2,25.2
5005,12.8,28.4,16.8,6.6,9.8,83.1,7.2,75.5,62.9,8.3,21.2,20.7,23.9,58.8,9.8,2.7,29.4,71.7,15.9,32.7,14.7,32.3,3.2,19.9
5007,13.9,24.8,17.2,6.6,9.0,84.4,6.8,75.6,64.1,6.7,24.5,22.0,18.6,60.6,9.9,2.5,26.7,68.3,13.7,32.6,12.9,32.8,2.9,16.2
5009,13.4,29.6,16.5,6.7,10.1,83.3,7.6,75.2,61.1,8.8,18.9,19.2,24.5,55.7,10.3,2.8,33.0,69.8,16.6,32.3,15.5,34.8,3.4,21.2
5011,18.3,30.4,14.5,6.2,10.6,83.2,8.0,78.0,58.1,8.8,18.0,17.4,24.8,51.2,13.5,3.3,36.1,69.5,16.8,36.9,17.0,38.0,4.1,24.8
5013,16.2,30.2,15.8,6.4,10.4,82.6,8.0,76.5,59.0,9.1,19.3,18.3,25.7,51.5,12.4,3.2,34.8,69.9,17.2,37.8,16.7,37.4,4.0,24.2
5015,15.9,27.9,16.2,6.5,9.4,83.5,7.5,75.7,61.3,8.2,22.3,18.4,22.3,57.7,10.6,2.9,32.2,68.7,15.6,35.0,15.4,34.6,3.3,20.0
5017,18.8,31.8,13.7,6.1,11.2,83.0,8.8,79.7,57.0,9.6,16.6,16.5,26.5,44.5,15.4,3.8,39.7,71.3,17.7,42.1,18.6,41.2,5.0,29.1
5019,13.1,28.5,15.0,6.5,10.2,85.1,7.1,77.9,62.1,7.6,20.2,19.8,21.1,59.0,11.6,3.0,32.2,70.2,15.6,35.6,14.5,36.3,3.5,18.2
5021,15.6,31.1,16.3,6.7,10.5,81.0,8.5,75.2,56.7,10.3,18.6,17.1,27.6,51.3,11.5,3.1,35.7,64.5,18.3,34.4,17.8,35.6,3.9,26.3
5023,13.8,28.2,17.1,6.6,9.9,83.3,7.5,75.2,60.6,8.7,19.4,19.2,24.6,56.0,10.4,2.8,31.9,66.7,16.5,32.0,15.4,34.3,3.4,20.6
5025,14.5,29.6,15.9,6.5,10.2,82.9,8.1,75.9,59.6,9.1,19.9,18.1,25.2,52.4,11.7,3.0,33.4,67.2,17.2,38.0,16.6,35.7,3.8,23.0
5027,15.5,29.9,13.4,6.3,10.8,83.6,8.1,78.6,58.6,8.8,19.2,17.3,25.2,50.4,13.7,3.3,36.1,72.3,17.0,42.7,16.6,39.0,4.2,24.4
5029,14.6,30.3,16.4,6.5,10.2,83.2,7.7,76.4,60.2,8.7,20.6,18.5,24.6,55.2,11.4,3.0,33.0,68.6,16.7,37.3,15.8,35.2,3.6,21.6
5031,13.1,31.0,14.8,6.7,9.7,84.8,7.2,77.1,64.2,8.0,21.9,20.6,22.4,59.3,11.3,2.9,31.0,72.9,15.8,38.5,14.9,35.1,3.4,18.2
5033,15.0,29.2,15.4,6.7,9.9,82.8,7.7,76.1,60.7,8.7,21.7,19.3,23.6,54.8,10.9,2.9,32.3,68.3,16.5,38.6,16.2,34.6,3.4,21.6
5035,16.6,31.5,13.2,6.2,11.3,83.9,7.9,80.2,57.9,8.8,19.1,17.7,24.1,51.3,14.4,3.4,37.4,74.4,17.2,38.2,17.3,40.1,4.4,24.1
5037,15.7,29.6,15.2,6.4,10.6,82.7,7.9,76.9,60.2,9.0,18.7,17.8,25.8,51.0,12.6,3.1,35.3,68.0,17.2,39.4,16.7,37.1,3.9,23.5
5039,16.5,29.3,14.2,6.3,10.8,84.2,7.7,79.0,60.7,8.5,19.2,17.7,24.7,49.0,13.7,3.3,37.1,70.7,16.9,40.6,16.6,38.1,4.2,24.2
5041,19.3,31.9,13.1,6.2,11.8,82.4,9.0,79.4,55.7,10.3,16.7,16.3,27.9,47.1,15.7,3.8,39.7,69.8,18.7,43.2,19.4,40.4,5.1,29.9
5043,14.7,30.2,14.5,6.4,10.6,84.0,7.7,77.7,58.8,8.5,19.7,17.7,24.3,54.2,12.6,3.2,33.5,69.8,16.6,33.6,16.1,37.3,3.9,22.3
5045,12.3,27.9,16.4,6.7,9.9,84.6,7.1,77.1,65.0,7.6,23.4,19.8,21.0,59.2,10.7,2.8,27.2,67.9,15.1,33.7,14.5,35.7,3.2,18.0
5047,15.5,30.0,16.0,6.6,10.3,81.8,8.4,75.2,59.4,9.9,19.0,18.0,26.6,51.9,11.7,3.1,34.5,68.8,17.9,37.4,17.3,36.4,3.8,24.4
5049,14.7,31.5,15.6,6.7,10.7,81.4,8.7,75.8,57.4,10.3,19.0,17.5,28.2,49.8,11.7,3.2,35.1,66.8,18.6,36.4,17.9,36.2,3.9,24.5
5051,13.8,31.2,15.9,6.7,9.9,83.6,7.4,76.8,61.8,8.3,20.6,19.2,22.7,56.8,10.8,2.9,28.7,65.7,16.2,31.7,15.6,35.3,3.4,18.9
5053,12.8,27.9,17.0,6.6,9.5,83.8,7.1,75.9,62.5,7.7,21.1,19.8,22.6,59.8,9.8,2.6,29.7,68.4,15.5,33.6,14.2,34.1,3.1,18.1
5055,13.7,29.4,16.5,6.7,10.0,83.3,7.5,75.4,60.5,8.7,21.1,19.8,24.8,53.7,10.5,2.8,32.4,68.7,16.7,34.8,15.3,34.0,3.4,21.0
